"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type";"Standard Text Value"
"CHEMBL94413";"";"None";"574.47";"1";"3.79";"26";"O=C1Cn2c(Cl)cnc(c2=O)N[C@@H](Cc2ccccc2)CNC(=O)OCCCCOc2ccc(Cl)cc2CN1";"Ki";"'='";"4000.0";"nM";"5.40";"";"";"UO_0000065";"9.40";"0.19";"1.61";"4.37";"0";"CHEMBL817817";"Inhibitory activity against human trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136169";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL95993";"";"None";"362.24";"None";"None";"11";"CN(CC(=O)N[C@@H](CCC/N=C\N)B(O)O)C(=O)CCc1ccccc1";"Ki";"'='";"21.0";"nM";"7.68";"";"";"UO_0000065";"21.20";"None";"None";"None";"0";"CHEMBL811782";"Compound was tested in vitro for inhibition of trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149934";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1996";"None";"";"";""
"CHEMBL44586";"";"None";"445.54";"0";"2.61";"7a";"COC(=O)[C@H](Cc1cccc(C(=N)N)c1)[C@@H](C)NC(=O)c1ccc(-c2cccc[n+]2C)cc1";"Ki";"'='";"36.0";"nM";"7.44";"";"";"UO_0000065";"16.71";"0.31";"4.83";"6.82";"0";"CHEMBL817811";"In vitro inhibitory potency against Trypsin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135155";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";""
"CHEMBL162316";"";"None";"400.48";"0";"2.80";"18";"N=C(N)c1cccc(C(=O)N[C@@H](C(=O)NCCc2ccccc2)c2ccccc2)c1";"Ki";"'='";"3300.0";"nM";"5.48";"";"";"UO_0000065";"13.69";"0.25";"2.68";"5.07";"0";"CHEMBL818185";"Binding affinity against human trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134227";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";""
"CHEMBL50649";"";"None";"506.40";"2";"5.59";"13";"N=C(N)c1ccc2[nH]c(-c3cc(CCCC(=O)O)cc(Br)c3O)c(Cc3ccccc3)c2c1";"Ki";"'='";"610.0";"nM";"6.21";"";"";"UO_0000065";"12.27";"0.26";"0.62";"5.04";"0";"CHEMBL874090";"Inhibitory activity against trypsin in human plasma";"B";"BAO_0000366";"cell-free format";"None";"CHEMBL3559721";"Plasma";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134132";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";""
"CHEMBL306448";"";"None";"512.65";"1";"2.75";"4, BMS-354326";"O=C(O)[C@@H]1[C@@H](CCC2CCCNC2)C(=O)N1C(=O)N1CCN(C(=O)CCCCCc2ccccc2)CC1";"IC50";"'='";"10005.0";"nM";"5.00";"";"";"UO_0000065";"9.75";"0.18";"2.25";"4.53";"0";"CHEMBL817888";"Inhibitory activity of compound against Trypsin was determined";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147562";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL91796";"";"None";"570.52";"0";"3.70";"16";"COC(=O)CC1(C(=O)Nc2ccc(-c3ccccc3)cc2)CC(c2cccc(C(=N)N)c2)=NO1.O=C(O)C(F)(F)F";"Ki";"'='";"470.0";"nM";"6.33";"";"";"UO_0000065";"13.86";"0.25";"2.63";"4.99";"0";"CHEMBL824708";"The binding affinity was measured towards human purified trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132311";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";""
"CHEMBL96494";"";"None";"270.27";"0";"2.36";"6i";"N=C(N)c1ccc2[nH]c(-c3cccc(F)c3O)nc2c1";"Ki";"'='";"3500.0";"nM";"5.46";"";"";"UO_0000065";"20.19";"0.37";"3.10";"5.52";"0";"CHEMBL816557";"Inhibition of Human Serine Protease Trypsin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1134564";"1";"Scientific Literature";"J Med Chem";"2001";"None";"";"";""
"CHEMBL341266";"";"None";"953.29";"3";"-0.59";"2b";"CCCCCCCCCCN[C@@H](CCCN=C(N)N)C(=O)N[C@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCN=C(N)N)C(=O)CN[C@@H](C)C(=O)N[C@H](C(=O)NCC(=O)OC)C(C)C)C(C)C";"Ki";"'='";"1900.0";"nM";"5.72";"";"";"UO_0000065";"6.00";"0.12";"6.31";"1.56";"0";"CHEMBL815015";"Inhibitory activity against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128743";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";"";""
"CHEMBL3667899";"";"None";"463.53";"0";"3.28";"BDBM158093";"CCC(CC)(Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2F)s1)C(=O)N(C)CC(=O)O";"Ki";"'='";"1.76";"nM";"8.75";"";"300454";"UO_0000065";"18.89";"0.37";"5.47";"6.54";"0";"CHEMBL3705369";"Inhibition Assay: Using a 96 well plate (#3915, Costar), a test compound (25 μL) was mixed with 20 μM fluorescence enzyme substrate (Boc-Phe-Ser-Arg-AMC, 50 μL) mixed with 200 mM Tris-HCl buffer (pH 8.0), and human trypsin (Sigma, 25 μL) was added. Using a fluorescence plate reader fmax (Molecular Devices, Inc.), the reaction rate was measured from the time-course changes at excitation wavelength 355 nm and fluorescence wavelength 460 nm.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639122";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";""
"CHEMBL291101";"";"None";"509.63";"1";"3.68";"7d";"COc1ccc2cc(S(=O)(=O)NN(Cc3ccc(C(=N)N)cc3)C(=O)N3CCC(C)CC3)ccc2c1";"Ki";"'='";"18000.0";"nM";"4.75";"";"";"UO_0000065";"9.31";"0.18";"1.06";"3.68";"0";"CHEMBL815009";"In vitro inhibition of trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137966";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL164333";"";"None";"417.47";"0";"1.79";"8b";"Cc1cnc(NCCc2ccccn2)c(=O)n1CC(=O)NCc1ccc2[nH]ccc2n1";"Ki";"'>'";"1000000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL817814";"Inhibition of Trypsin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136608";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL312479";"";"None";"459.59";"0";"1.77";"16";"N=C(N)N1CCC(OCC[C@@H]2CCCCN2C(=O)[C@H](CC(=O)O)NCc2ccccc2)CC1";"Ki";"'='";"9200.0";"nM";"5.04";"";"";"UO_0000065";"10.96";"0.21";"3.27";"3.82";"0";"CHEMBL817823";"In vitro inhibition of human trypsin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1135990";"1";"Scientific Literature";"J Med Chem";"2002";"None";"";"";""
"CHEMBL2371636";"";"None";"427.55";"0";"0.20";"1";"CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)CCCNC(N)=O";"IC50";"'='";"5200.0";"nM";"5.28";"";"";"UO_0000065";"12.36";"0.24";"5.08";"3.31";"0";"CHEMBL821451";"Evaluated for the inhibition of trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1124970";"1";"Scientific Literature";"J Med Chem";"1990";"None";"";"";""
"CHEMBL555753";"";"None";"494.08";"0";"4.32";"11";"Cl.NC1CCC(CNC(=O)[C@@H]2CCCN2C(=O)CC2c3ccccc3C=Cc3ccccc32)CC1";"Ki";"'='";"1600.0";"nM";"5.80";"";"";"UO_0000065";"12.67";"0.23";"1.48";"7.68";"0";"CHEMBL817812";"In vitro inhibition of human trypsin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130225";"1";"Scientific Literature";"J Med Chem";"1997";"None";"";"";""
"CHEMBL3085289";"";"None";"654.79";"2";"-0.05";"2 (Aeruginosin 98-B)";"CC[C@H](C)[C@H](NC(=O)C(O)Cc1ccc(O)cc1)C(=O)N1C2CC(OS(=O)(=O)O)CCC2C[C@H]1C(=O)NCCCCN=C(N)N";"IC50";"'='";"0.6";"ug.mL-1";"";"";"";"UO_0000274";"";"";"";"";"0";"CHEMBL816972";"Compound was tested for inhibition of trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133336";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";""
"CHEMBL180105";"";"None";"454.55";"0";"3.54";"7";"COc1cc(CNc2ccc(C(=N)N)cc2)c(NS(C)(=O)=O)cc1OCc1ccccc1";"Ki";"'='";"400.0";"nM";"6.40";"";"";"UO_0000065";"14.08";"0.27";"2.86";"5.06";"0";"CHEMBL828075";"The value of binding constant measured against human trypsin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144307";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";""
"CHEMBL181265";"";"None";"313.40";"0";"3.38";"5";"CCOc1ccc(CNc2ccc(C(=N)N)cc2)cc1OCC";"Ki";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"18.18";"0.34";"2.32";"7.09";"0";"CHEMBL828075";"The value of binding constant measured against human trypsin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144307";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";""
"CHEMBL3642867";"";"None";"445.43";"0";"1.40";"BDBM109593";"CC(Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2)o1)C(=O)N[C@@H](CCC(=O)O)C(=O)O";"Ki";"'='";"1.16";"nM";"8.94";"";"230088";"UO_0000065";"20.06";"0.38";"7.54";"4.63";"0";"CHEMBL3705715";"Inhibition Assay: Inhibition assay using human trysin.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638962";"37";"BindingDB Patent Bioactivity Data";"";"2013";"None";"";"";""
"CHEMBL3642912";"";"None";"431.40";"0";"1.01";"BDBM109639";"C[C@H](Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2)o1)C(=O)N[C@H](CC(=O)O)C(=O)O";"Ki";"'='";"0.47";"nM";"9.33";"";"230118";"UO_0000065";"21.62";"0.41";"8.32";"4.83";"0";"CHEMBL3705715";"Inhibition Assay: Inhibition assay using human trysin.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638962";"37";"BindingDB Patent Bioactivity Data";"";"2013";"None";"";"";""
"CHEMBL3642902";"";"None";"465.46";"0";"1.61";"BDBM109629";"CC(Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2F)s1)C(=O)N[C@@H](CC(=O)O)C(=O)O";"Ki";"'='";"0.18";"nM";"9.74";"";"230157";"UO_0000065";"20.94";"0.42";"8.13";"5.42";"0";"CHEMBL3705715";"Inhibition Assay: Inhibition assay using human trysin.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638962";"37";"BindingDB Patent Bioactivity Data";"";"2013";"None";"";"";""
"CHEMBL3642857";"";"None";"371.35";"0";"1.39";"BDBM109583";"C/C(=C\c1ccc(C(=O)Oc2ccc(C(=N)N)cc2)o1)C(=O)NCC(=O)O";"Ki";"'='";"0.44";"nM";"9.36";"";"230078";"UO_0000065";"25.20";"0.47";"7.97";"6.01";"0";"CHEMBL3705715";"Inhibition Assay: Inhibition assay using human trysin.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3638962";"37";"BindingDB Patent Bioactivity Data";"";"2013";"None";"";"";""
"CHEMBL1159957";"";"None";"369.21";"0";"3.68";"Lactone 20";"C=C1CC(c2ccc(NC(=N)N)cc2)C/C(=C\I)O1";"Kd";"'='";"0.02";"min-1";"";"";"";"";"";"";"";"";"0";"CHEMBL821441";"Rate constant of deacylation for trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126229";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1992";"None";"";"";""
"CHEMBL179938";"";"None";"361.45";"0";"4.17";"6";"COc1cc(CNc2ccc(C(=N)N)cc2)ccc1OCc1ccccc1";"Ki";"'='";"580.0";"nM";"6.24";"";"";"UO_0000065";"17.25";"0.32";"2.07";"7.76";"0";"CHEMBL828075";"The value of binding constant measured against human trypsin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144307";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";"";""
"CHEMBL39587";"";"None";"495.61";"0";"3.63";"6e";"N/C(=N\O)c1ccc(CN(NS(=O)(=O)c2ccc3ccccc3c2)C(=O)N2CCCCCC2)cc1";"Ki";"'='";"13000.0";"nM";"4.89";"";"";"UO_0000065";"9.86";"0.19";"1.26";"3.81";"0";"CHEMBL815009";"In vitro inhibition of trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1137966";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL157805";"";"None";"344.33";"0";"3.35";"3d";"O=c1ccc2ccc(/C=N/N=C/c3ccc4ccc(=O)oc4c3)cc2o1";"Inhibition";"'='";"9.4";"%";"";"";"";"UO_0000187";"";"";"";"";"0";"CHEMBL815100";"Compound was evaluated for in vitro inhibition of trypsin acting as esterase at 0.1 mM concentration";"F";"BAO_0000019";"assay format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1147420";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";"";""
"CHEMBL96599";"";"None";"512.01";"1";"2.23";"28";"O=C1Cn2c(Cl)cnc(c2=O)N[C@@H](Cc2ccccc2)CNCCOCCOc2ccccc2CN1";"Ki";"'='";"4600.0";"nM";"5.34";"";"";"UO_0000065";"10.42";"0.20";"3.11";"5.01";"0";"CHEMBL817817";"Inhibitory activity against human trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136169";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL166602";"";"None";"416.49";"0";"2.17";"4";"Cc1cnc(NCCc2ccccc2)c(=O)n1CC(=O)NCc1ccn2ccnc2c1";"Ki";"'='";"120000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL817814";"Inhibition of Trypsin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136608";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL2370422";"";"None";"414.51";"0";"0.35";"5t";"N=C(N)NCCC[C@@H](C=O)NC(=O)[C@@H]1CCCN1C(=O)C1CCc2ccccc2N1";"IC50";"'='";"570.0";"nM";"6.24";"";"";"UO_0000065";"15.06";"0.28";"5.89";"4.45";"0";"CHEMBL816975";"Inhibitory activity against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1126581";"1";"Scientific Literature";"J Med Chem";"1993";"None";"";"";""
"CHEMBL73299";"";"None";"459.46";"1";"3.35";"14";"N=C(N)c1ccc2[nH]c(-c3cc(CC(N)C(=O)O)cc(-c4cccc([N+](=O)[O-])c4)c3O)cc2c1";"Selectivity";"'='";"5.0";"";"";"";"";"";"";"";"";"";"0";"CHEMBL824713";"Relative binding affinity towards Trypsin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133926";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2001";"None";"";"";""
"CHEMBL167550";"";"None";"416.49";"0";"2.17";"3";"Cc1cnc(NCCc2ccccc2)c(=O)n1CC(=O)NCc1ccc2nccn2c1";"Ki";"'='";"100000.0";"nM";"4.00";"";"";"UO_0000065";"9.60";"0.18";"1.83";"4.29";"0";"CHEMBL817814";"Inhibition of Trypsin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136608";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"None";"";"";""
"CHEMBL169044";"";"None";"395.23";"0";"2.78";"7";"CN(c1nc2ccccc2c(=O)o1)S(=O)(=O)c1ccccc1Br";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL818263";"In vitro for inhibition of purified bovine trypsin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132071";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";""
"CHEMBL19071";"";"None";"407.48";"0";"1.20";"NC24";"Cc1nc(N)ncc1CNC(=O)Cn1c(C)cnc(NCCc2ccccc2)c1=O";"Ki";"";"";"nM";"";"";"Not Active";"UO_0000065";"";"";"";"";"0";"CHEMBL817810";"In vitro inhibitory constant against trypsin; Inactive";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136066";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";""
"CHEMBL19798";"";"None";"476.54";"0";"0.71";"NC5";"COc1cccc(S(=O)(=O)Nc2cccn(CC(=O)NCc3nc(C(=N)N)cs3)c2=O)c1";"Ki";"'>'";"168.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL817809";"In vitro inhibitory constant against trypsin";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136066";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2002";"None";"";"";""
"CHEMBL143880";"";"None";"377.45";"0";"1.92";"10";"Cc1cnc(NCCc2ccccc2)c(=O)n1CC(=O)NCc1cccnc1";"Ki";"'='";"898000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL815470";"Inhibitory constant against human trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145961";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL122435";"";"None";"638.62";"2";"-1.02";"1c";"N=C(N)N1CCC[C@H](NC(=O)CN2CCCC[C@H](NS(=O)(=O)Cc3ccccc3C(=O)O)C2=O)C1O.O=C(O)C(F)(F)F";"IC50";"'='";"247.0";"nM";"6.61";"";"";"UO_0000065";"12.59";"0.25";"7.63";"3.20";"0";"CHEMBL821312";"In vitro inhibitory activity was evaluated against human trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1130728";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1998";"None";"";"";""
"CHEMBL2047997";"";"None";"208.25";"0";"1.31";"1";"N=C(N)Nc1nc2ccc(O)cc2s1";"Ki";"";"";"";"";"";"Not Active";"";"";"";"";"";"0";"CHEMBL2051531";"Inhibition of human recombinant trypsin 1 using tosyl-GPR-pNA substrate by spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2046377";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";"";"";""
"CHEMBL149260";"";"None";"534.49";"1";"4.61";"13c";"COc1ccc(-n2nc(C(F)(F)F)cc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2F)cc1";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL817827";"Tested in vitro for inhibition of human trypsin; Not tested";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145914";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL358604";"";"None";"491.57";"0";"3.21";"18";"COc1ccc(-n2nc(C)cc2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)cc1CN";"Ki";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL817827";"Tested in vitro for inhibition of human trypsin; Not tested";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1145914";"1";"Scientific Literature";"J Med Chem";"2003";"None";"";"";""
"CHEMBL369251";"";"None";"489.62";"1";"6.12";"14b";"CC(=N)N1CCC(Oc2ccc3c4ccccc4n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1";"Ki";"'='";"40.0";"nM";"7.40";"";"";"UO_0000065";"15.11";"0.27";"1.28";"8.12";"0";"CHEMBL815755";"In vitro inhibition of bovine trypsin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133499";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2000";"None";"";"";""
"CHEMBL2370338";"";"None";"490.71";"0";"2.51";"2A(diostereomer)";"CC[C@H](C)[C@@H](N)C(=O)N[C@@H](Cc1ccccc1)C(=O)N(CCCCCCN)C1CSCCC1=O";"Ki";"'='";"1700000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL816555";"Compound was evaluated for its binding affinity against trypsin";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132325";"1";"Scientific Literature";"J Med Chem";"1999";"None";"";"";""
"CHEMBL168702";"";"None";"385.23";"0";"3.32";"8";"CN(c1nc2ccccc2c(=O)o1)S(=O)(=O)c1c(Cl)cccc1Cl";"IC50";"'='";"10100.0";"nM";"5.00";"";"";"UO_0000065";"12.97";"0.28";"1.68";"6.21";"0";"CHEMBL818263";"In vitro for inhibition of purified bovine trypsin.";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1132071";"1";"Scientific Literature";"Bioorg Med Chem Lett";"1999";"None";"";"";""
"CHEMBL3667891";"";"None";"491.59";"0";"3.96";"BDBM158085";"CCC(CC)(Cc1ccc(C(=O)Oc2ccc(C(=N)N)cc2F)s1)C(=O)N[C@H](C(=O)O)C(C)C";"Ki";"'='";"5.18";"nM";"8.29";"";"300446";"UO_0000065";"16.85";"0.33";"4.33";"5.81";"0";"CHEMBL3705369";"Inhibition Assay: Using a 96 well plate (#3915, Costar), a test compound (25 μL) was mixed with 20 μM fluorescence enzyme substrate (Boc-Phe-Ser-Arg-AMC, 50 μL) mixed with 200 mM Tris-HCl buffer (pH 8.0), and human trypsin (Sigma, 25 μL) was added. Using a fluorescence plate reader fmax (Molecular Devices, Inc.), the reaction rate was measured from the time-course changes at excitation wavelength 355 nm and fluorescence wavelength 460 nm.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL209";"Trypsin I";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3639122";"37";"BindingDB Patent Bioactivity Data";"";"2015";"None";"";"";""
